model_path,encoder,input_shape,action_dim,initial_balance,final_balance,final_equity,total_return_pct,max_drawdown_pct,sharpe,total_reward,total_trades,win_rate_pct,profit_factor,gross_profit,gross_loss,avg_win,avg_loss,best_trade,worst_trade,tp_hits,sl_hits,manual_closes,action_hold,action_open_buy,action_open_sell,action_close_position
C:\Users\LENOVO\OneDrive\Documents\GitHub\Ai-for-Trading\rl_forex_ai\models\sequence\week5\ppo_cnn1d_week5_w32_best.pt,cnn1d,"(32, 9)",4,1000.0,1101.833832045941,1101.833832045941,10.183383204594112,-7.548115647136511,1.4828712745724404,63.497089470969925,77,46.75324675324675,1.3685217663660862,521.1358493317654,380.80201728582443,14.47599581477126,-9.28785408014206,23.892965365866317,-12.122851330759135,17,31,29,0,77,0,29
