sequence_model_path,sequence_encoder,sequence_input_shape,sequence_action_dim,sequence_initial_balance,sequence_final_balance,sequence_total_return_pct,sequence_max_drawdown_pct,sequence_sharpe,sequence_total_reward,sequence_total_trades,sequence_win_rate_pct,sequence_profit_factor,sequence_gross_profit,sequence_gross_loss,sequence_avg_win,sequence_avg_loss,sequence_best_trade,sequence_worst_trade,sequence_tp_hits,sequence_sl_hits,sequence_manual_closes,sequence_action_hold,sequence_action_buy_or_close_sell,sequence_action_sell_or_close_buy,buy_hold_initial_balance,buy_hold_final_balance,buy_hold_total_return_pct,buy_hold_max_drawdown_pct,buy_hold_sharpe,return_difference_pct
C:\Users\LENOVO\OneDrive\Documents\GitHub\Ai-for-Trading\rl_forex_ai\models\selected\ppo_cnn1d_w32_best_return_30_29pct.pt,cnn1d,"(32, 9)",3,1000.0,1302.9318503327138,30.29318503327138,-5.3201007498002175,3.622589932931452,323.6932658703421,36,61.111111111111114,2.8004864746947495,499.17914896189336,178.24729862917957,22.689961316449697,-12.731949902084255,25.0672911829944,-13.422874334845691,22,14,0,24,125,0,1000.0,1270.5564601302588,27.055646013025868,-18.892088329116813,1.3659954839611446,3.2375390202455137
