step,price,action,action_name,reward,balance,position,entry_price,sl,tp,log_prob,value_estimate
0,3626.48,1,BUY_OR_CLOSE_SELL,-0.012,999.5,1,3983.9260775298076,3944.0868167545095,4063.6045990804037,-0.43730735778808594,-0.023921094834804535
1,3640.74,1,BUY_OR_CLOSE_SELL,0.13564172582466386,999.5,1,3983.9260775298076,3944.0868167545095,4063.6045990804037,-0.4363529682159424,-0.02300405502319336
2,3634.09,1,BUY_OR_CLOSE_SELL,-0.021438173458647798,999.5,1,3983.9260775298076,3944.0868167545095,4063.6045990804037,-0.43487071990966797,-0.0194297656416893
3,3643.13,1,BUY_OR_CLOSE_SELL,0.08407602508401692,999.5,1,3983.9260775298076,3944.0868167545095,4063.6045990804037,-0.43212461471557617,-0.014165297150611877
4,3679.13,1,BUY_OR_CLOSE_SELL,19.497999999999983,1019.0,0,0.0,0.0,0.0,-0.4291337728500366,-0.010772526264190674
5,3689.8,1,BUY_OR_CLOSE_SELL,-0.012,1018.5,1,4142.441997109608,4101.017577138511,4225.2908370518,-0.43135249614715576,-0.007903702557086945
6,3660.04,1,BUY_OR_CLOSE_SELL,0.16041863952740107,1018.5,1,4142.441997109608,4101.017577138511,4225.2908370518,-0.43363773822784424,-0.005326449871063232
7,3644.36,1,BUY_OR_CLOSE_SELL,19.878000000000004,1038.38,0,0.0,0.0,0.0,-0.4359022378921509,-0.003852531313896179
8,3684.98,1,BUY_OR_CLOSE_SELL,-0.012,1037.88,1,4250.056545274869,4207.55597982212,4335.057676180366,-0.43697261810302734,-0.002598073333501816
9,3746.47,1,BUY_OR_CLOSE_SELL,20.265599999999942,1058.1476,0,0.0,0.0,0.0,-0.4390997886657715,-0.0009175613522529602
10,3764.19,1,BUY_OR_CLOSE_SELL,-0.012,1057.6476,1,4125.158849329036,4083.907260835745,4207.6620263156165,-0.441173791885376,0.0005724504590034485
11,3736.29,1,BUY_OR_CLOSE_SELL,-0.08197725281092472,1057.6476,1,4125.158849329036,4083.907260835745,4207.6620263156165,-0.44539594650268555,0.0038573723286390305
12,3749.37,1,BUY_OR_CLOSE_SELL,0.000323967612408898,1057.6476,1,4125.158849329036,4083.907260835745,4207.6620263156165,-0.45122671127319336,0.0073831453919410706
13,3760.24,1,BUY_OR_CLOSE_SELL,-0.035808126189393025,1057.6476,1,4125.158849329036,4083.907260835745,4207.6620263156165,-0.45845961570739746,0.012578122317790985
14,3833.93,1,BUY_OR_CLOSE_SELL,-11.083476000000028,1046.566124,0,0.0,0.0,0.0,-0.46709585189819336,0.018606480211019516
15,3858.51,1,BUY_OR_CLOSE_SELL,-0.012,1046.066124,1,3952.6622534404883,3913.1356309060834,4031.715498509298,-0.47608935832977295,0.022503770887851715
16,3865.8,1,BUY_OR_CLOSE_SELL,-0.06133638315977964,1046.066124,1,3952.6622534404883,3913.1356309060834,4031.715498509298,-0.4900738000869751,0.02346232905983925
17,3856.53,1,BUY_OR_CLOSE_SELL,0.1878345715376885,1046.066124,1,3952.6622534404883,3913.1356309060834,4031.715498509298,-0.5037294626235962,0.02167966216802597
18,3886.83,1,BUY_OR_CLOSE_SELL,0.12906916429335072,1046.066124,1,3952.6622534404883,3913.1356309060834,4031.715498509298,-0.5210815668106079,0.020112475380301476
19,3961.09,1,BUY_OR_CLOSE_SELL,0.1275025104916337,1046.066124,1,3952.6622534404883,3913.1356309060834,4031.715498509298,-0.5450814366340637,0.018748031929135323
20,3983.82,1,BUY_OR_CLOSE_SELL,-0.056901388954544226,1046.066124,1,3952.6622534404883,3913.1356309060834,4031.715498509298,-0.572412371635437,0.016389481723308563
21,4038.9,1,BUY_OR_CLOSE_SELL,0.07700126192289243,1046.066124,1,3952.6622534404883,3913.1356309060834,4031.715498509298,-0.601925790309906,0.012332454323768616
22,3976.29,1,BUY_OR_CLOSE_SELL,0.0645613441106372,1046.066124,1,3952.6622534404883,3913.1356309060834,4031.715498509298,-0.6336634159088135,0.008256277069449425
23,4018.3,1,BUY_OR_CLOSE_SELL,0.12232292735377995,1046.066124,1,3952.6622534404883,3913.1356309060834,4031.715498509298,-0.6677349805831909,0.0041875652968883514
24,4110.7,1,BUY_OR_CLOSE_SELL,20.429322479999982,1066.49744648,0,0.0,0.0,0.0,-0.7022382020950317,0.0001471303403377533
25,4142.31,1,BUY_OR_CLOSE_SELL,-0.012,1065.99744648,1,4126.797536748526,4085.529561381041,4209.333487483496,-0.7234265804290771,-0.0011039935052394867
26,4208.58,1,BUY_OR_CLOSE_SELL,0.18362272289026813,1065.99744648,1,4126.797536748526,4085.529561381041,4209.333487483496,-0.7513284683227539,-0.004755843430757523
27,4326.18,1,BUY_OR_CLOSE_SELL,0.11304560792353187,1065.99744648,1,4126.797536748526,4085.529561381041,4209.333487483496,-0.7758690714836121,-0.008678741753101349
28,4249.98,1,BUY_OR_CLOSE_SELL,-11.16697446479998,1054.8324720152,0,0.0,0.0,0.0,-0.8093249797821045,-0.01461886614561081
29,4356.5,1,BUY_OR_CLOSE_SELL,-0.012,1054.3324720152,1,4044.7059145806024,4004.2588554347963,4125.600032872215,-0.8348219394683838,-0.017868012189865112
30,4125.1,1,BUY_OR_CLOSE_SELL,0.05814219680958771,1054.3324720152,1,4044.7059145806024,4004.2588554347963,4125.600032872215,-0.8672028183937073,-0.022987600415945053
31,4094.07,1,BUY_OR_CLOSE_SELL,0.09417282603621749,1054.3324720152,1,4044.7059145806024,4004.2588554347963,4125.600032872215,-0.8990026712417603,-0.028399411588907242
32,4126.17,1,BUY_OR_CLOSE_SELL,0.0833368900946637,1054.3324720152,1,4044.7059145806024,4004.2588554347963,4125.600032872215,-0.9314757585525513,-0.032920531928539276
33,4112.1,1,BUY_OR_CLOSE_SELL,0.053100803066621224,1054.3324720152,1,4044.7059145806024,4004.2588554347963,4125.600032872215,-0.9468824863433838,-0.034801654517650604
34,3981.59,1,BUY_OR_CLOSE_SELL,20.59464944030408,1074.9291214555042,0,0.0,0.0,0.0,-0.957621157169342,-0.0362715944647789
35,3952.58,1,BUY_OR_CLOSE_SELL,-0.012,1074.4291214555042,1,4131.216404514874,4089.904240469725,4213.840732605171,-0.9607657194137573,-0.035421669483184814
36,3930.38,1,BUY_OR_CLOSE_SELL,0.0845729350338644,1074.4291214555042,1,4131.216404514874,4089.904240469725,4213.840732605171,-0.9730933308601379,-0.036811463534832
37,4024.47,1,BUY_OR_CLOSE_SELL,0.06618395491840606,1074.4291214555042,1,4131.216404514874,4089.904240469725,4213.840732605171,-1.0030457973480225,-0.04013341665267944
38,4002.28,0,HOLD,20.998582429110023,1095.4277038846142,0,0.0,0.0,0.0,-1.0073742866516113,-0.0423135906457901
39,4001.67,0,HOLD,0.0,1095.4277038846142,0,0.0,0.0,0.0,-1.0048549175262451,-0.042124271392822266
40,3932.05,0,HOLD,0.0,1095.4277038846142,0,0.0,0.0,0.0,-1.0014901161193848,-0.042442381381988525
41,3982.62,0,HOLD,0.0,1095.4277038846142,0,0.0,0.0,0.0,-1.0015980005264282,-0.03889507055282593
42,3977.87,0,HOLD,0.0,1095.4277038846142,0,0.0,0.0,0.0,-1.0014290809631348,-0.03636474162340164
43,3999.72,0,HOLD,0.0,1095.4277038846142,0,0.0,0.0,0.0,-1.0064940452575684,-0.030224274843931198
44,4115.9,1,BUY_OR_CLOSE_SELL,-0.012,1094.9277038846142,1,4189.100241834305,4147.209239415962,4272.882246670992,-0.9902923703193665,-0.023970961570739746
45,4126.68,1,BUY_OR_CLOSE_SELL,0.051156174517380575,1094.9277038846142,1,4189.100241834305,4147.209239415962,4272.882246670992,-0.9757916331291199,-0.021938476711511612
46,4198.73,1,BUY_OR_CLOSE_SELL,0.10099407599522921,1094.9277038846142,1,4189.100241834305,4147.209239415962,4272.882246670992,-0.965687096118927,-0.02124420553445816
47,4171.46,1,BUY_OR_CLOSE_SELL,21.40655407769242,1116.3362579623065,0,0.0,0.0,0.0,-0.9722919464111328,-0.02344992756843567
48,4079.58,1,BUY_OR_CLOSE_SELL,-0.012,1115.8362579623065,1,4302.482522036604,4259.457696816237,4388.532172477336,-0.9445614814758301,-0.01912357285618782
49,4044.61,1,BUY_OR_CLOSE_SELL,-0.0017401528378484352,1115.8362579623065,1,4302.482522036604,4259.457696816237,4388.532172477336,-0.9235847592353821,-0.01689586415886879
50,4067.88,1,BUY_OR_CLOSE_SELL,0.0012100500884713486,1115.8362579623065,1,4302.482522036604,4259.457696816237,4388.532172477336,-0.9022635221481323,-0.014619715511798859
51,4081.66,1,BUY_OR_CLOSE_SELL,0.09783174898346476,1115.8362579623065,1,4302.482522036604,4259.457696816237,4388.532172477336,-0.8837825059890747,-0.013111159205436707
52,4077.5,1,BUY_OR_CLOSE_SELL,0.07544371341616199,1115.8362579623065,1,4302.482522036604,4259.457696816237,4388.532172477336,-0.8648810982704163,-0.01158321276307106
53,4065.9,1,BUY_OR_CLOSE_SELL,0.09131974311551445,1115.8362579623065,1,4302.482522036604,4259.457696816237,4388.532172477336,-0.8464174866676331,-0.010052688419818878
54,4139.7,1,BUY_OR_CLOSE_SELL,21.824725159246103,1137.6629831215525,0,0.0,0.0,0.0,-0.827106773853302,-0.00844041258096695
55,4131.15,1,BUY_OR_CLOSE_SELL,-0.012,1137.1629831215525,1,4488.928551855243,4444.039266336691,4578.707122892349,-0.8013420104980469,-0.005046907812356949
56,4164.59,1,BUY_OR_CLOSE_SELL,-0.025776905067445094,1137.1629831215525,1,4488.928551855243,4444.039266336691,4578.707122892349,-0.785398542881012,-0.003240816295146942
57,4157.57,1,BUY_OR_CLOSE_SELL,0.013910381696379709,1137.1629831215525,1,4488.928551855243,4444.039266336691,4578.707122892349,-0.7841857671737671,-0.00423024594783783
58,4230.63,1,BUY_OR_CLOSE_SELL,0.10852911337685545,1137.1629831215525,1,4488.928551855243,4444.039266336691,4578.707122892349,-0.772135317325592,-0.002778485417366028
59,4232.73,1,BUY_OR_CLOSE_SELL,-11.878629831215479,1125.286353290337,0,0.0,0.0,0.0,-0.7686122059822083,-0.0022036321461200714
60,4208.14,1,BUY_OR_CLOSE_SELL,-0.012,1124.786353290337,1,4346.6269984960545,4303.160728511094,4433.5595384659755,-0.7556121349334717,0.0002620331943035126
61,4206.22,1,BUY_OR_CLOSE_SELL,-0.08385183100753732,1124.786353290337,1,4346.6269984960545,4303.160728511094,4433.5595384659755,-0.7621127367019653,-0.0013730712234973907
62,4208.69,1,BUY_OR_CLOSE_SELL,0.0022003610787623504,1124.786353290337,1,4346.6269984960545,4303.160728511094,4433.5595384659755,-0.7548438310623169,-0.000512048602104187
63,4197.13,1,BUY_OR_CLOSE_SELL,-0.04408753007288488,1124.786353290337,1,4346.6269984960545,4303.160728511094,4433.5595384659755,-0.752769947052002,-0.00031195953488349915
64,4189.05,1,BUY_OR_CLOSE_SELL,22.003727065806714,1146.7920803561437,0,0.0,0.0,0.0,-0.7478263974189758,0.00010385364294052124
65,4209.54,1,BUY_OR_CLOSE_SELL,-0.012,1146.2920803561437,1,4497.432472638766,4452.458147912378,4587.381122091541,-0.7340448498725891,0.0026704762130975723
66,4228.55,1,BUY_OR_CLOSE_SELL,-0.11550063721729278,1146.2920803561437,1,4497.432472638766,4452.458147912378,4587.381122091541,-0.728233814239502,0.0033958014100790024
67,4283.28,1,BUY_OR_CLOSE_SELL,-0.054950890054462395,1146.2920803561437,1,4497.432472638766,4452.458147912378,4587.381122091541,-0.7386903166770935,0.0016179978847503662
68,4302.43,1,BUY_OR_CLOSE_SELL,0.030822671673242125,1146.2920803561437,1,4497.432472638766,4452.458147912378,4587.381122091541,-0.7358890771865845,0.001786947250366211
69,4302.7,1,BUY_OR_CLOSE_SELL,22.433841607122922,1168.7279219632667,0,0.0,0.0,0.0,-0.736609160900116,0.0017189886420965195
70,4303.8,1,BUY_OR_CLOSE_SELL,-0.012,1168.2279219632667,1,4588.071385589133,4542.190671733241,4679.832813300915,-0.7288849949836731,0.0035810545086860657
71,4341.08,1,BUY_OR_CLOSE_SELL,0.0812749995032504,1168.2279219632667,1,4588.071385589133,4542.190671733241,4679.832813300915,-0.7408891320228577,7.720291614532471e-05
72,4332.4,1,BUY_OR_CLOSE_SELL,0.06600937468737934,1168.2279219632667,1,4588.071385589133,4542.190671733241,4679.832813300915,-0.7530491352081299,-0.0033793486654758453
73,4338.55,1,BUY_OR_CLOSE_SELL,0.015563897095227775,1168.2279219632667,1,4588.071385589133,4542.190671733241,4679.832813300915,-0.7678675651550293,-0.008035920560359955
74,4445.95,1,BUY_OR_CLOSE_SELL,0.20895777485840725,1168.2279219632667,1,4588.071385589133,4542.190671733241,4679.832813300915,-0.7812701463699341,-0.012616574764251709
75,4488.82,1,BUY_OR_CLOSE_SELL,22.872558439265358,1191.1024804025321,0,0.0,0.0,0.0,-0.7922906279563904,-0.015485510230064392
76,4479.64,1,BUY_OR_CLOSE_SELL,-0.012,1190.6024804025321,1,4836.737631698042,4788.370255381061,4933.472384332003,-0.7854419946670532,-0.014774378389120102
77,4495.35,1,BUY_OR_CLOSE_SELL,23.32004960805065,1213.9245300105829,0,0.0,0.0,0.0,-0.7670552730560303,-0.012415394186973572
78,4532.63,1,BUY_OR_CLOSE_SELL,-0.012,1213.4245300105829,1,4982.99825021203,4933.16826770991,5082.658215216271,-0.7489913702011108,-0.00950508564710617
79,4332.08,1,BUY_OR_CLOSE_SELL,0.07648991415263048,1213.4245300105829,1,4982.99825021203,4933.16826770991,5082.658215216271,-0.7357456684112549,-0.008562855422496796
80,4346.51,1,BUY_OR_CLOSE_SELL,23.77649060021171,1237.2030206107945,0,0.0,0.0,0.0,-0.7356931567192078,-0.009517081081867218
81,4315.09,1,BUY_OR_CLOSE_SELL,-0.012,1236.7030206107945,1,5400.320786689192,5346.3175788223,5508.3272024229755,-0.7114560008049011,-0.007060728967189789
82,4348.35,1,BUY_OR_CLOSE_SELL,-0.012498222611923147,1236.7030206107945,1,5400.320786689192,5346.3175788223,5508.3272024229755,-0.6899274587631226,-0.005460597574710846
83,4330.5,1,BUY_OR_CLOSE_SELL,-12.874030206107943,1223.8309904046866,0,0.0,0.0,0.0,-0.6794224381446838,-0.004391752183437347
84,4448.47,1,BUY_OR_CLOSE_SELL,-0.012,1223.3309904046866,1,4666.349000312162,4619.685510309041,4759.675980318406,-0.6668258309364319,-0.0028391145169734955
85,4497.34,1,BUY_OR_CLOSE_SELL,23.974619808093802,1247.3076102127804,0,0.0,0.0,0.0,-0.6627050638198853,-0.002678085118532181
86,4453.04,1,BUY_OR_CLOSE_SELL,-0.012,1246.8076102127804,1,4963.670421083368,4914.033716872534,5062.943829505035,-0.6550668478012085,-0.001622270792722702
87,4476.73,1,BUY_OR_CLOSE_SELL,-12.975076102127904,1233.8345341106526,0,0.0,0.0,0.0,-0.6649340391159058,-0.00266970694065094
88,4510.45,1,BUY_OR_CLOSE_SELL,-0.012,1233.3345341106526,1,4961.271292760549,4911.658579832943,5060.49671861576,-0.6559070348739624,-0.0014471672475337982
