sequence_model_path,sequence_encoder,sequence_input_shape,sequence_action_dim,sequence_initial_balance,sequence_final_balance,sequence_total_return_pct,sequence_max_drawdown_pct,sequence_sharpe,sequence_total_reward,sequence_total_trades,sequence_win_rate_pct,sequence_profit_factor,sequence_gross_profit,sequence_gross_loss,sequence_avg_win,sequence_avg_loss,sequence_best_trade,sequence_worst_trade,sequence_tp_hits,sequence_sl_hits,sequence_manual_closes,sequence_action_hold,sequence_action_buy_or_close_sell,sequence_action_sell_or_close_buy,buy_hold_initial_balance,buy_hold_final_balance,buy_hold_total_return_pct,buy_hold_max_drawdown_pct,buy_hold_sharpe,return_difference_pct
C:\Users\LENOVO\OneDrive\Documents\GitHub\Ai-for-Trading\rl_forex_ai\models\sequence\ppo_transformer_w32_best.pt,transformer,"(32, 9)",3,1000.0,1246.649245662852,24.664924566285208,-5.324794793279981,2.9442220775829164,269.78523505158415,40,55.00000000000001,2.172840886738308,494.9288606844606,227.77961502160773,22.496766394748207,-12.654423056755984,24.782072333572668,-13.383856890122132,22,18,0,0,149,0,1000.0,1270.5564601302588,27.055646013025868,-18.892088329116813,1.3659954839611446,-2.3907214467406597
