runs,buy_hold_return_pct,buy_hold_final_balance,buy_hold_max_drawdown_pct,buy_hold_sharpe,mean_return_pct,median_return_pct,std_return_pct,min_return_pct,max_return_pct,mean_final_balance,min_final_balance,max_final_balance,mean_edge_vs_buy_hold_pct,min_edge_vs_buy_hold_pct,max_edge_vs_buy_hold_pct,beat_buy_hold_count,beat_buy_hold_rate_pct,mean_max_drawdown_pct,worst_max_drawdown_pct,best_max_drawdown_pct,mean_sharpe,min_sharpe,max_sharpe,mean_trades,mean_win_rate_pct,mean_profit_factor,mean_action_hold,mean_action_buy_or_close_sell,mean_action_sell_or_close_buy
50,27.055646013025868,1270.5564601302588,-18.892088329116813,1.3659954839611446,30.293185033271392,30.293185033271403,6.427368659460413e-14,30.293185033271264,30.293185033271513,1302.931850332714,1302.9318503327127,1302.9318503327152,3.2375390202455288,3.2375390202453964,3.237539020245645,50,100.0,-5.320100749800213,-5.320100749800237,-5.320100749800182,3.602706530161165,3.602706530161156,3.6027065301611754,36.0,61.111111111111114,2.800486474694753,24.0,125.0,0.0
