ppo_model_path,ppo_initial_balance,ppo_final_balance,ppo_total_return_pct,ppo_max_drawdown_pct,ppo_sharpe,ppo_total_trades,ppo_win_rate_pct,ppo_profit_factor,ppo_gross_profit,ppo_gross_loss,ppo_avg_win,ppo_avg_loss,ppo_best_trade,ppo_worst_trade,ppo_action_hold,ppo_action_buy,ppo_action_sell,buy_hold_initial_balance,buy_hold_final_balance,buy_hold_total_return_pct,buy_hold_max_drawdown_pct,buy_hold_sharpe,return_difference_pct
C:\Users\LENOVO\OneDrive\Documents\GitHub\Ai-for-Trading\rl_forex_ai\models\selected\ppo_best_return_29_27pct.pt,1000.0,1292.7097692959428,29.270976929594276,-5.309850737738852,3.4428983710812036,43,60.46511627906976,2.412716921647658,537.4789344935215,222.76916519757904,20.67226671128929,-13.104068541034062,25.712865338839585,-13.85856132280829,0,140,9,1000.0,1270.5564601302588,27.055646013025868,-18.892088329116813,1.3659954839611446,2.2153309165684085
